Name,Started,County,Location,AcresBurned,PercentContained,Longitude,Latitude,Year,ExtinguishedTime
Paskenta Fire,2016-06-21 10:26:00+00:00,Tehama,"off Paskenta Rd & Boggs and Chaplin Rd, 18 miles west of Corning",43.0,100.0,-122.40142,39.93965,2016,2.57
Moore Fire,2016-06-21 12:24:00+00:00,Placer,"off Moore Rd and South Dowd Rd, west of Lincoln",88.0,100.0,-121.37704,38.86804,2016,3.35
Hidden Fire,2016-06-03 17:39:00+00:00,San Benito,"off Hidden Valley Rd & Cienega Rd, southwest of Hollister ",30.0,100.0,-121.40304,36.80296,2016,-0.15
Clay Fire,2016-06-03 16:57:00+00:00,Sacramento,off Highway 104 and Clay East Road near Herald,32.0,100.0,-121.06452,38.3131,2016,2.97
Temecula Fire,2016-06-04 11:40:00+00:00,Riverside,Off I-15 south of Temecula Parkway,139.0,100.0,-117.140883,33.476894,2016,78.58
Coleman Fire,2016-06-04 14:33:00+00:00,Monterey,off Mission Creek Rd and Milpitas Rd north of Fort Hunter Liggett,2520.0,100.0,-121.25029,36.01542,2016,377.95
Soda Fire,2016-06-04 17:46:00+00:00,San Luis Obispo,Off Soda Lake Road north of Cuyama,0.0,100.0,-119.58206,35.01382,2016,350.73
Keswick Fire,2016-06-11 16:02:00+00:00,Shasta,near Keswick Dam Road x Iron Mountain Road N/W of Redding,24.0,100.0,-122.46777,40.61388,2016,22.97
Camanche Fire,2016-06-17 14:54:00+00:00,Amador,"off Camanche Parkway North & Coal Mine Road, south of Ione",210.0,100.0,-120.90265,38.26874,2016,99.6
Border Fire,2016-06-19 11:03:00+00:00,San Diego,off Highway 188 and Highway 94 near Tecate,7609.0,100.0,-116.63028,32.60729,2016,271.45
Arroyo Fire,2016-06-18 16:47:00+00:00,Monterey,"Arroyo Seco Rd &  Elm Ave, E of Greenfield",70.0,100.0,-121.3306,36.2833,2016,49.47
Hoag Fire,2016-06-11 14:30:00+00:00,Tehama,"off Corning Road and Gaylord Avenue, east of Corning",80.0,100.0,-121.857,39.7947,2016,1.75
Cotton Fire,2016-06-11 15:04:00+00:00,Kern,"off Highway 41, one mile east of the county line",61.0,100.0,-120.251,35.77135,2016,21.43
Old Fire,2016-06-12 12:45:00+00:00,San Benito,"off Old Hernandez Road, five miles east of Pinnacles National Park",83.0,100.0,-121.04993,36.49914,2016,3.0
Pony Fire,2016-06-07 02:45:00+00:00,Siskiyou,15 miles SW of Happy Camp (Siskiyou County),2860.0,100.0,-123.557,41.623,2016,3703.5
Cheyenne Fire,2016-06-15 12:46:00+00:00,Calaveras,"off Cheyenne Way, south of Camanche Reservoir ",83.0,100.0,0.0,0.0,2016,21.23
Sherpa Fire,2016-06-15 15:21:00+00:00,Santa Barbara,west of Goleta,7474.0,100.0,-119.643,34.776,2016,647.15
King Fire ,2016-06-17 14:30:00+00:00,San Benito,"north of Hwy 198, east of Hwy 25",237.0,100.0,0.0,0.0,2016,63.5
Creek Fire,2016-06-26 15:45:00+00:00,Yolo,"off Hwy 16, 4 miles south of Brooks, near the Cache Creek Casino",277.0,100.0,-122.15457,38.69971,2016,14.5
70 Fire,2016-06-21 15:09:00+00:00,Butte,off Highway 70 at Palermo Rd.,49.0,100.0,-121.6051,39.43351,2016,1.35
Erskine Fire,2016-06-23 15:51:00+00:00,Kern,Off Erskine Creek Rd in Lake Isabella,48019.0,100.0,-118.45628,35.6115,2016,425.82
Lowe Fire,2016-06-23 17:57:00+00:00,Monterey,East of King City,52.0,100.0,-120.9293,36.1934,2016,24.38
Dinosaur Fire,2016-06-25 23:45:00+00:00,Merced,"Off Hwy152 at Dinosaur Point, westside of San Luis Reservoir ",1246.0,100.0,-121.20155,37.07147,2016,19.08
Laguna Fire,2016-06-26 13:10:00+00:00,Orange,"n Laguna Coast Wilderness Park, 2½ miles northeast of Laguna Beach",47.0,100.0,-117.77395,33.57872,2016,77.33
Grant Fire,2016-06-25 16:11:00+00:00,Alameda,"In the Altamont Pass, 10 miles east of Livermore",211.0,100.0,-121.58677,37.74369,2016,14.82
Reservoir Fire,2016-06-26 16:00:00+00:00,Lake,"Near Indian Valley Reservoir, 7 miles Southwest of Leesville",215.0,100.0,-122.50373,39.12366,2016,52.0
Trailhead Fire,2016-06-28 13:55:00+00:00,Placer,along the  Middle Fork of the American River near Todd Valley,5645.0,100.0,-120.9375,38.96741,2016,475.92
Rancho Fire,2016-06-28 19:02:00+00:00,Amador,"Hwy 104, west of Ione",372.0,100.0,-121.003611,38.385,2016,12.47
Big Fire,2016-07-11 14:30:00+00:00,Fresno,"off Watts Valley Rd. & Big Springs Ln, east of Clovis",188.0,100.0,-119.39619,36.92244,2016,51.0
Sage Fire,2016-07-09 12:04:00+00:00,Los Angeles,"off of Calgrove Blvd, southwest of Santa Clarita",1100.0,100.0,-118.57245,34.36763,2016,167.93
Mercury Fire,2016-07-09 12:43:00+00:00,San Benito,"off of New Idria Rd & Panoche Rd, south of Mercey Hot Springs ",95.0,100.0,-120.841536,5487.0,2016,30.78
Fort Fire,2016-07-08 11:15:00+00:00,Kern,"off of I-5, east of Grapevine",554.0,100.0,118.9082,34.913,2016,56.37
Fiddler Fire,2016-07-08 22:45:00+00:00,Shasta,"off Fiddlers Road, southwest of Igo",303.0,100.0,-122.72913,40.36873,2016,80.25
Colyear Fire,2016-06-30 13:32:00+00:00,Tehama,"Colyear Springs Road, 7 miles west of Red Bank",464.0,100.0,-122.56939,40.0353,2016,90.22
Deer Fire,2016-07-01 14:05:00+00:00,Kern,"Hwy 223 & Deertrail Rd., east of Arvin",1785.0,100.0,-118.72272,35.20993,2016,172.92
Pine Fire,2016-06-30 16:55:00+00:00,Ventura,"Near Haddock Campground, 3 miles west of the Pine Mtn Lodge, above Middle Sespe.",2304.0,100.0,-119.144,34.701,2016,0.0
Flores Fire,2016-07-01 13:54:00+00:00,Tehama,"Interstate 5 & Flores Ave, 5 miles south of Red Bluff",88.0,100.0,-122.2071,40.07846,2016,3.85
Curry Fire,2016-07-01 17:16:00+00:00,Fresno,"Curry Mountain, 7 miles SW of Coalinga",2944.0,100.0,-120.452041,36.0749,2016,85.82
Lone Pine Fire,2016-07-01 12:56:00+00:00,Inyo,"Whitney Portal Rd. and OlivasRanch Rd., 3 miles West of Lone Pine",30.0,100.0,-118.15589,36.58972,2016,31.07
Appaloosa Fire,2016-07-02 14:55:00+00:00,Calaveras,"Appaloosa Rd. and Pinto Dr., 5 miles southwest of Angels Camp",310.0,100.0,-120.61153,38.02845,2016,148.62
Scott Fire,2016-07-10 15:30:00+00:00,Sacramento,"off of Scotts Road and Latrobe Road, Rancho Murrieta",87.0,100.0,-121.103642,38.517772,2016,15.08
Frame Fire,2016-07-04 17:15:00+00:00,Fresno,"Hwy 198 and Frame Ln, 14 miles west of Coalinga",145.0,100.0,-120.62048,36.14161,2016,73.75
Broken Fire,2016-07-04 11:53:00+00:00,Madera,"Hwy 41 and Hummingbird Ln, One mile east of Coarsgold",103.0,100.0,-119.65776,37.25601,2016,56.12
Kuehner Fire,2016-07-01 14:00:00+00:00,Ventura,"off Hwy 118 at Rocky Peak Rd, NE Simi Valley",45.0,100.0,-118.63264,34.27619,2016,5.83
Shelter Fire,2016-07-11 12:58:00+00:00,Ventura,"off Volcan Mountain, north of Julian",15.0,100.0,-116.58542,33.11645,2016,21.53
Pacheco Fire,2016-07-12 13:14:00+00:00,Calaveras,"off Lanford Pacheco Rd, south of Valley Springs",341.0,100.0,-120.81394,38.08056,2016,101.27
Stagecoach Fire,2016-07-12 15:19:00+00:00,Calaveras,"off Stagecoach Rd and Hwy 4, south of Copperopolis",35.0,100.0,-120.67335,37.96311,2016,27.68
Briggs Fire,2016-07-12 15:20:00+00:00,Riverside,off Briggs Rd & Louis Rd in Romoland,173.0,100.0,0.0,0.0,2016,64.67
Dunnigan Fire,2016-07-15 14:00:00+00:00,Yolo,"off County Road 86 & County Road 6, west of Dunnigan",84.0,100.0,-122.04726,38.8866,2016,1.67
Onyx Fire,2016-07-13 17:08:00+00:00,Kern,"off Coyote Trail & Rocky Hill, East of Onyx",221.0,100.0,-118.21793,35.68313,2016,18.87
Sherwood Fire,2016-07-13 15:52:00+00:00,Ventura,"near Lake Sherwood, southwest of Thousand Oaks",78.0,100.0,-119.39619,36.92244,2016,46.13
Famoso Fire,2016-07-15 23:55:00+00:00,Kern,"off Granite Rd & Famoso Rd, 15 miles east of Famoso",138.0,100.0,-118.94811,35.60748,2016,7.75
Green Fire,2016-07-15 16:45:00+00:00,Fresno,"off Auberry Rd & White Thorne Rd, near Prather",123.0,100.0,-119.5792,37.0099,2016,25.25
Feather Fire,2016-07-18 13:08:00+00:00,San Diego,"off of El Capitan Truck Trail, south of Ramona ",100.0,100.0,-116.7945,32.9612,2016,48.62
Foothill Fire,2016-07-19 17:16:00+00:00,Lake,"off Foothill Drive, community of Lucerne",69.0,100.0,-122.7891,39.0863,2016,72.98
Bailey Fire,2016-07-19 14:09:00+00:00,Siskiyou,"Hwy 5 at Bailey Hill, 2 mi southeast of Hilt",26.0,100.0,-122.59328000000001,41.96191,2016,18.85
Serpa Fire,2016-07-21 12:53:00+00:00,Madera,off Hwy 41 northeast of Coarsegold,80.0,100.0,0.0,0.0,2016,102.45
Goose Fire,2016-07-30 16:40:00+00:00,Fresno,"Off Gooseberry Ln & Morgan Canyon, south of Prather ",2241.0,100.0,-119.50507,37.01591,2016,241.83
Baker Fire,2016-07-21 15:06:00+00:00,Calaveras,off Baker St & School St near Copperopolis ,57.0,100.0,-120.64241,37.98171,2016,27.9
Sand Fire,2016-07-22 14:11:00+00:00,Los Angeles,"near 14 Fwy & Sand Canyon Rd, Santa Clarita",0.0,100.0,0.0,0.0,2016,435.07
Oak Fire,2016-07-22 13:01:00+00:00,Solano,"off Cherry Glen Rd and Oak Canyon Ln, south of Vacaville ",57.0,100.0,-122.02564,38.33475,2016,3.1
Roblar Fire,2016-07-21 16:06:00+00:00,San Diego,Roblar Rd and Case Springs (Camp Pendleton),1245.0,100.0,-117.35093,33.393,2016,214.15
Table Fire,2016-07-21 20:30:00+00:00,Siskiyou,"Table Rock Rd & Harry Cash Rd, Montague",23.0,100.0,-122.36924,41.71847,2016,15.5
Bradley Fire,2016-07-22 15:15:00+00:00,Monterey,"off Highway 101 and San Antonio River, south of Bradley ",100.0,100.0,-120.81081,35.85093,2016,17.5
Soberanes Fire,2016-07-22 08:48:00+00:00,Monterey,"Soberanes Creek, Garrapata State Park, Palo Colorado, north of Big Sur",132127.0,100.0,-121.89938,36.45994,2016,1994.7
Holy Fire,2016-08-31 04:10:00+00:00,Orange,off Trabuco Creek Rd near Holy Jim Trail,150.0,100.0,-117.5221,33.6542,2016,122.75
Ken Fire,2016-09-03 21:51:00+00:00,San Bernardino,Off I-15 Between Kenwood and Blue Cut in the Cajon Pass,20.0,100.0,-117.4415,34.25858,2016,21.07
Saddle Fire,2016-09-05 16:28:00+00:00,Butte,"Off Pentz Rd & Lime Saddle Rd, south of Paradise",800.0,100.0,-121.571,39.6871,2016,166.38
Ruff Fire ,2016-09-10 14:06:00+00:00,Mendocino,"off of Hwy 101 and Woodruff Rd, north of Laytonville",50.0,100.0,-123.5044,39.7299,2016,115.07
Spring Fire,2016-09-07 16:53:00+00:00,San Bernardino,"off of Hwy 138 & Los Flores Rd, south of Hesperia",50.0,100.0,-117.3189,34.3183,2016,37.12
Phoenix Fire,2016-09-07 15:09:00+00:00,Nevada,west of Fordyce Lake near Soda Springs ,38.0,100.0,-120.51887,39.39051,2016,18.72
Lake Fire,2016-09-10 15:45:00+00:00,Shasta,"off of Lake Blvd south of Shasta Dam Blvd, Shasta Lake City",75.0,100.0,-122.4096,40.68192,2016,51.25
Rock Fire,2016-07-22 14:47:00+00:00,San Diego,"off Highway 67 & Rockhouse Road, near Ramona",28.0,100.0,-116.9571,33.00056,2016,47.72
Franklin Fire,2016-07-24 16:30:00+00:00,Contra Costa,"Cummings Skyway & Franklin Canyon, 6 miles southeast of Rodeo",40.0,100.0,-122.1885,38.01264,2016,2.5
Collier Fire,2016-07-25 16:55:00+00:00,Tehama,"Off Collier Dr & Humboldt Dr, Rancho Tehama",11.0,100.0,0.0,0.0,2016,26.5
Neal Fire,2016-07-28 14:27:00+00:00,Butte,"Off Neal Rd east of Hwy 99e, south of Chico",35.0,100.0,0.0,0.0,2016,24.72
Fork Fire,2016-07-29 17:55:00+00:00,Madera,"Off Mammoth Pool Rd & Douglas Ranger Station Rd, east of North Fork",38.0,100.0,-119.4741,37.24006,2016,49.0
Dockery Fire,2016-07-30 16:25:00+00:00,Lassen,"off Hwy 36E & County Rd A1, west of Susanville ",42.0,100.0,0.0,0.0,2016,51.25
North Branch Extension Fire,2016-07-29 14:55:00+00:00,Lake,"Off Ogulin Rd & Highway 53, Clearlake Oaks",25.0,100.0,0.0,0.0,2016,51.92
Frymire Fire,2016-07-30 17:25:00+00:00,Tuolumne,"Off Frymire Rd & Morrison Rd, east of Oakdale",32.0,100.0,-120.69521,37.81434,2016,38.67
Sierra Fire,2016-07-30 17:25:00+00:00,Santa Clara,"Off Sierra Rd & Calaveras Rd, Spring Valley",114.0,100.0,-121.79669,37.41896,2016,25.08
Gopher Fire,2016-08-10 09:14:00+00:00,San Diego,"I-15 & Lawrence Welk Drive, Gopher Canyon",35.0,100.0,-117.14547,33.22558,2016,33.27
Baker Fire,2016-08-03 17:27:00+00:00,Tehama,"Off Baker Rd & Plymire Rd, 2 miles NW of Red Bluff",80.0,100.0,-122.26736,40.19611,2016,14.38
99 Fire,2016-08-02 14:35:00+00:00,Butte,"Off of Highway 99 and Neal Road, south of Chico",520.0,100.0,-121.7192,39.6708,2016,17.42
Cold Fire,2016-08-02 16:36:00+00:00,Yolo,"off of Highway 128 west of Pleasants Valley Road, west of Winters",5731.0,100.0,-122.06788,38.52513,2016,238.4
Hart Fire,2016-08-04 17:10:00+00:00,Kern,"off Hwy 58 and Hart Flat Rd, Tehachapi ",100.0,100.0,-118.60344,35.24504,2016,75.08
Diablo Fire,2016-08-03 16:08:00+00:00,Stanislaus,"Off Diablo Grande Parkway and Morton Davis Circle, 9 miles SW of Patterson ",100.0,100.0,0.0,0.0,2016,15.62
Grub Fire,2016-08-04 14:13:00+00:00,Madera,"off of Grub Gulch Road and Acton Grade Road, west of Oakhurst",85.0,100.0,-119.7738,37.3228,2016,53.62
Deer Fire,2016-08-05 13:49:00+00:00,Amador,"off of Deer Ridge Lane and Buena Vista Road, north of Valley Springs ",26.0,100.0,-120.8657,38.2581,2016,20.28
Oak Fire,2016-08-12 16:00:00+00:00,Santa Clara,off Uvas Rd & Watsonville Rd. west of Morgan Hill,25.0,100.0,-121.68577,37.06531,2016,51.83
Pilot Fire,2016-08-07 12:18:00+00:00,San Bernardino,"Pilot Rock & Hwy 138, southeast of Hesperia",8110.0,100.0,-117.27338,34.28771,2016,211.7
Maze Fire,2016-08-04 15:45:00+00:00,Stanislaus,"off of Maze & Kasson, west of Modesto",140.0,100.0,0.0,0.0,2016,4.25
Kugelman Fire,2016-08-09 17:30:00+00:00,Lake,"off of Kugelman St and Hwy 53, community of Lower Lake",45.0,100.0,-120.51057,36.09974,2016,23.5
Knoxville Fire,2016-08-09 18:50:00+00:00,Lake,"Berryessa Knoxville Rd & East Side Rd, north of Lake Berryessa",36.0,100.0,-122.26015,38.68403,2016,22.17
Mineral Fire,2016-08-08 13:08:00+00:00,Fresno,"off Hwy 198 & Mineral Springs Rd, W of Coalinga",7050.0,100.0,-120.51057,36.09974,2016,245.87
Blue Cut Fire,2016-08-16 10:44:00+00:00,San Bernardino,"off of I-15 and Hwy 138, north of San Bernardino ",36274.0,100.0,-117.49342,34.30372,2016,165.02
Mountain Fire,2016-08-09 12:14:00+00:00,Shasta,"Near Iron Mountain Road, south of Keswick ",35.0,100.0,-122.47091,40.61213,2016,28.77
Summit Fire,2016-08-12 17:23:00+00:00,Humboldt,Three Creeks Summit and Bair Rd. 8 miles west of Willow Creek,21.0,100.0,-123.77832,40.9878,2016,159.12
Chimney Fire,2016-08-13 16:03:00+00:00,San Luis Obispo,Running Deer Rd & Chimney Rock Rd south of Lake Nacimiento ,46235.0,100.0,-120.98316,35.70595,2016,567.45
Clayton Fire,2016-08-13 18:03:00+00:00,Lake,off Hwy 29 and Clayton Creek south of Lower Lake,3929.0,100.0,-122.60664,38.89741,2016,311.95
Cedar Fire,2016-08-16 16:35:00+00:00,Kern,"off of Hwy 155 in the Greenhorn Mountains, west of Wofford Heights",29322.0,100.0,-118.5678,35.7506,2016,1093.42
Stafford Fire,2016-08-11 14:57:00+00:00,Humboldt,"Community of Stafford, 7 miles south of Fortuna",23.0,100.0,-124.05804,40.4572,2016,113.8
Boys Fire,2016-09-11 11:25:00+00:00,Sacramento,"off of Boys Ranch Road and Scott Road, northwest of Rancho Murieta",40.0,100.0,-121.1309,38.558,2016,31.58
Bailey Fire,2016-08-17 15:19:00+00:00,Santa Clara,"Hwy 101 & Bailey Rd, South San Jose",100.0,100.0,0.0,0.0,2016,28.52
Mokelumne Fire,2016-08-18 12:05:00+00:00,Alpine,Mokelumne Wilderness,0.0,100.0,-120.00606,38.57554,2016,288.0
Sunny Fire,2016-09-03 14:44:00+00:00,Fresno,off Sunnyslope Rd & Lakeside Ln near the Pine Flat Lake Reservoir,158.0,100.0,-119.34487,36.84479,2016,75.52
Oak Fire,2016-09-01 14:36:00+00:00,Santa Clara,"Off Oak Glen Ave, 2 miles west of Morgan Hill",25.0,100.0,-121.69784,37.11831,2016,16.32
Beale Fire,2016-08-18 15:35:00+00:00,Yuba,"off of Hammonton Smartsville Rd and Doolittle Rd, near Beale AFB ",389.0,100.0,-121.38775,36.16965,2016,5.92
Rey Fire ,2016-08-18 17:57:00+00:00,Santa Barbara,"off of Hwy 154 and Paradise Rd, north of Santa Barbara",32606.0,100.0,0.0,0.0,2016,669.38
Mina Fire,2016-08-30 13:35:00+00:00,Mendocino,"off Mina Rd & Trinity County Line, 12 miles northeast of Covelo",36.0,100.0,-123.4267011,39.8748511,2016,17.67
Willow Fire,2016-08-30 16:52:00+00:00,Amador,"Off Highway 124 & Willow Creek Rd, 4 miles east of Ione",19.0,100.0,0.0,0.0,2016,14.22
Havilah Fire,2016-08-28 18:50:00+00:00,Kern,south of Lake Isabella,304.0,100.0,-118.5097,35.4976,2016,0.0
Gap Fire,2016-08-27 18:00:00+00:00,Siskiyou,"off Seiad Creek Rd, 5 miles northeast o Seiad Valley",33867.0,100.0,-123.118,41.851,2016,24.25
Bird Fire,2016-08-20 08:35:00+00:00,San Joaquin,"off of Bird Rd & I-580, south of Tracy",147.0,100.0,-121.36665,37.62215,2016,10.17
Tully Fire,2016-08-22 16:03:00+00:00,Humboldt,"off of Hwy 169 & Martin's Ferry Rd, northwest of Weitchpec ",599.0,100.0,-123.82268,41.28486,2016,302.87
Willard Fire,2016-09-11 11:33:00+00:00,Lassen,"off of Willard Creek Road, west of Susanville",2575.0,100.0,-120.7845,40.3915,2016,259.45
Santos Fire,2016-08-26 15:30:00+00:00,Butte,"off Hwy 32 at Santos Ranch Rd, south of Forest Ranch",88.0,100.0,-121.71662,39.79547,2016,99.17
Willow Fire,2016-08-28 13:07:00+00:00,Calaveras,"Off Willow Creek Rd & Mountain Ranch Rd, east of San Andreas ",450.0,100.0,-120.6381,38.1874,2016,77.72
Evergreen Fire,2016-08-28 15:23:00+00:00,Riverside,off Evergreen Street in Lakeland Village near Lake Elsinore ,40.0,100.0,0.0,0.0,2016,23.62
Tule Fire,2016-08-22 22:00:00+00:00,Tulare,"off Hwy 190, 4 miles northeast of Springville",395.0,100.0,-118.73906,36.1648,2016,1860.25
Grade Fire,2016-08-24 14:55:00+00:00,Siskiyou,"off Hwy 263, 2 miles north of Yreka ",710.0,100.0,-122.611,41.7813,2016,135.83
Howard Fire,2016-09-11 14:15:00+00:00,Modoc,"in Howards Gulch, north of Canby ",380.0,100.0,-120.9066,41.4657,2016,75.75
Range Fire,2016-08-26 10:10:00+00:00,Kern,"off Deer Trail Dr & Hwy 223, 6 miles east of Arvin",600.0,100.0,-118.7212,35.2013,2016,72.33
Mockingbird Fire,2016-08-30 16:54:00+00:00,Lake,"Off Hwy 29 & Mockingbird Lane, Upper Lake",20.0,100.0,-122.9148951,39.1408865,2016,14.18
Bogart Fire,2016-08-30 12:25:00+00:00,Riverside,"Off Winesap Avenue & International Park Road, north of Beaumont, near Cherry Valley",1470.0,100.0,0.0,0.0,2016,77.75
Moffett Fire,2016-09-12 16:28:00+00:00,Siskiyou,"off of Moffett Creek Rd and Luce Gulch Rd, northeast of Fort Jones",32.0,100.0,-122.7933,41.6314,2016,26.03
Old Fire,2016-09-16 23:28:00+00:00,Butte,"Off of Old Chico Canyon, west of Forest Ranch",30.0,100.0,-121.6998,39.8851,2016,67.03
Hog Fire,2016-09-13 23:10:00+00:00,Tehama,"Off Hwy 36 near Hog Lake, northeast of Red Bluff",321.0,100.0,-122.1295,40.30594,2016,-8.67
Old Fire,2016-09-13 13:55:00+00:00,Del Norte,"off Old Yosemite Rd, 8 miles east of Greeley Hill",150.0,100.0,-120.029626,37.75972,2016,100.08
Auburn Fire,2016-09-17 13:40:00+00:00,Nevada,"Off South Auburn Street and Whiting Street, Grass Valley",47.0,100.0,-121.05948,39.20427,2016,76.33
Owens River Fire,2016-09-17 13:49:00+00:00,Inyo,"Clark Canyon, north of Mammoth Lakes, east of Hwy 395",5443.0,100.0,-118.95309,37.75985,2016,18.35
Soup Complex,2016-09-17 14:37:00+00:00,Modoc,"Soup Springs, 12 miles east of Likely",2652.0,100.0,-120.3178,41.2649,2016,620.88
Canyon Fire,2016-09-17 17:20:00+00:00,Santa Barbara,"Santa Ynez Ridge Road and Egress Road, south side of Vandenberg Air Force Base",12518.0,100.0,-120.54421,34.63445,2016,236.67
Washington Fire,2016-09-22 14:20:00+00:00,Santa Barbara,"off Washington Ave. and Airfield Rd, north of California Blvd ",215.0,100.0,-120.55297,34.75134,2016,119.67
Flat Fire,2016-09-19 14:13:00+00:00,Kern," off Granite Rd and Poso Flat Rd., 5 miles south of Woody",307.0,100.0,0.0,0.0,2016,43.28
Bangor Fire,2016-09-22 11:45:00+00:00,Butte,"off Oro-Bangor Highway & Swedes Flat, 7 miles SE of Oroville",130.0,100.0,-121.42647,39.4403,2016,22.75
Butte Fire,2016-09-20 09:30:00+00:00,Sutter,off Pass Road and Kellogg Road (Near Sutter Buttes West of Yuba City,300.0,100.0,-121.78003,39.188321,2016,8.5
Bell Fire,2016-09-23 13:12:00+00:00,Amador,"off Hwy 49 and Bell Road, 4 miles north of Plymouth ",45.0,100.0,-120.8416,38.5212,2016,52.55
Marshes Fire,2016-09-26 12:20:00+00:00,Tuolumne,off Hwy. 49 and Marshes Flat Road north of Don Pedro Reservoir,1080.0,100.0,-120.32484,37.79635,2016,201.67
Newmark Fire,2016-09-23 12:40:00+00:00,Fresno,"off Newmark Ave. and Fantz Ave., 3 miles southeast of Sanger",70.0,100.0,-119.5327,36.6543,2016,31.33
Cow Fire,2016-09-25 07:15:00+00:00,Shasta,off Whitmore Road and Old Cow Creek Road,100.0,100.0,-121.93923,40.0,2016,6.0
Sawmill Fire,2016-09-25 10:43:00+00:00,Sonoma,"off Big Geysers Road and Geysers Resort Road, 10 miles east of Cloverdale",1547.0,100.0,-122.82895,38.80017,2016,102.28
Tobin Fire,2016-09-26 13:23:00+00:00,Plumas,north of Hwy 70 and west of Jackass Creek Road ,248.0,100.0,-121.32,39.92,2016,243.87
Loma Fire,2016-09-26 14:42:00+00:00,Santa Clara,off Loma Prieta Rd and Loma Chiquita Rd 10 miles NW of Morgan Hill,4474.0,100.0,-121.85318,37.10632,2016,8587.8
Sacata Fire,2016-10-11 12:58:00+00:00,Fresno,"near Sacata Ridge, located above Pine Flat",2100.0,100.0,-119.25959,36.94536,2016,210.03
Gopher Fire,2016-11-13 11:14:00+00:00,San Diego,Off Gopher Canyon & Interstate 15,28.0,100.0,-117.158475,33.254355,2016,30.77
Marek Fire,2016-11-14 05:45:00+00:00,Los Angeles,Lake View Terrace,4824.0,100.0,-118.335,34.31,2016,8.25
Jacobson Fire,2016-10-20 17:00:00+00:00,Tulare,Jacobson Drainage in the Golden Trout Wilderness,10.0,100.0,-118.551,36.217,2016,1436.5
Meadow Fire,2016-10-29 11:15:00+00:00,Tulare,	East of Trail of 100 Giants between Lloyd Meadow Road and Western Divide Highway.,4347.0,100.0,-118.551,35.984,2016,1226.25
 Bridge Fire,2017-10-31 11:22:00+00:00,Shasta,"I-5 and Turntable Bay, 7 miles NE of Shasta Lake ",37.0,100.0,-122.309,40.774,2017,1682.4
Oroville Spillway ,2017-02-07 14:00:00+00:00,Butte,"Oroville Dam, Canyon Dr. & Oroville Dam Rd, Oroville, CA 95966",0.0,100.0,-121.55633,39.51158,2017,8059.4
Grace Fire,2017-04-03 16:00:00+00:00,Shasta,"Grace Resort Rd and Bluebush Way, 2 miles SE of the Community of Shingletown",45.0,100.0,-121.85645,40.48712,2017,6737.68
West Fire,2017-04-03 16:00:00+00:00,Modoc,"Likely, 15 Miles south of Alturas",380.0,100.0,-120.58342,41.16716,2017,6737.67
66 Fire,2017-04-13 02:30:00+00:00,Riverside,Avenue 66 and Hwy 111 near community of Mecca,15.0,100.0,-116.08003,33.56777,2017,6511.33
Jayne Fire,2017-04-20 15:40:00+00:00,Fresno,Off of Hwy 33 and Lost Hills south of Coalinga,4532.0,100.0,-120.26561,36.07228,2017,6330.18
